nombre_alu,apellido,edad,direccion,num_cuenta
Elizabeth margarita,Aban,21,Sonora_Agua Prieta_Ejido_Carlos de la Madrid_84303,2697
Angel arnulfo,Machorro,22,Nayarit_Jala_Colonia_San Francisco_63890,2698
Criselda,Narro,18,Tamaulipas_Victoria_Colonia_Alberto Carrera Torres_87076,2699
Jose nazario,Pinillo,24,Chiapas_El Porvenir_Barrio_20 de Noviembre_30974,2700
Claudia socorro,Galan,25,Guerrero_Zihuatanejo de Azueta_Colonia_Marina Ixtapa_40880,2701
Deciderio,Borrego,25,Chiapas_Mazapa de Madero_Ejido_Bacaton Altamirano_30925,2702
Guillermina margarita,Alicia,27,Puebla_Huauchinango_Fraccionamiento_Quetzalcoatl_73178,2703
Trinidad,Puc,23,Guerrero_Iguala de la Independencia_Colonia_Huerta Tamarindo_40010,2704
Claudia de jesus,Telesforo,24,Oaxaca_Santos Reyes Nopala_Barrio_21 de Marzo_71960,2705
Serbando,Interian,23,Chiapas_Escuintla_Colonia_Manacal Llano Grande_30613,2706
Margarita del socorro,Due#as,24,Guanajuato_Valle de Santiago_Ejido_La Isla_38426,2707
Jovani,Noveron,27,Veracruz de Ignacio de la Llave_Omealca_Pueblo_Omealca_94900,2708
Narcedalia,Villagra,19,Chiapas_Tapachula_Colonia_Azteca_30787,2709
Jorge manuel,Cambranis,27,Veracruz de Ignacio de la Llave_Xalapa_Colonia_Mesa de Guayabo_91010,2710
Nora patricia,Luiz,25,Veracruz de Ignacio de la Llave_?lamo Temapache_Colonia_Luis Donaldo Colosio_92733,2711
Nieves,Canchola,26,Hidalgo_Mineral de la Reforma_Fraccionamiento_San Camilo_42180,2712
Leticia aurora,Landaverde,24,Guerrero_San Miguel Totolapan_Pueblo_Coronilla_40792,2713
Bogar,Rustrian,22,Tamaulipas_Reynosa_Colonia_Country_88620,2714
Lerina,Lenz,19,Chiapas_La Trinitaria_Pueblo_La Esperanza_30160,2715
Jose teodoro,Acopa,20,Zacatecas_Villa de Cos_Pueblo_Chupaderos_98471,2716
Alma noemi,Uvario,21,Guerrero_San Miguel Totolapan_Pueblo_El Terrero 1_40781,2717
Juan ignacio,Chinchillas,19,Chiapas_Amatenango de la Frontera_Barrio_Los Mezcales_30943,2718
Susana janeth,Woolfolk,22,Chihuahua_Ojinaga_Ejido_Las Bombas_32886,2719
Rider,Sandoval,27,Chiapas_Simojovel_Colonia_Puyucum_29834,2720
Oyuki,Marinez,21,Guanajuato_Abasolo_Ejido_Puerto de la Cruz_36983,2721
Gilberto jesus,Cleofas,22,Tlaxcala_Contla de Juan Cuamatzi_Barrio_Netzahuala_90676,2722
Edi,De la palma,19,Sonora_Hermosillo_Fraccionamiento_Girasoles_83116,2723
Rafael andres,Escapita,22,Campeche_Candelaria_Rancho_Santa Rita_24337,2724
Nancy rocio,Andalon,18,Guanajuato_Santa Cruz de Juventino Rosas_Granja_El Pino_38255,2725
Jesus isaac,Boone,23,Jalisco_Guadalajara_Unidad habitacional_FOVISSSTE Independencia_44240,2726
Aurelia,Rabasa,19,Zacatecas_Guadalupe_Fraccionamiento_Villas de Guadalupe_98612,2727
Cesar jaime,Valerio,25,Tabasco_Comalcalco_Colonia_San Silverio_86320,2728
Aida maribel,Armendaris,22,Tabasco_Centro_Colonia_La Manga II_86068,2729
Juan valentin,Patolzin,18,Oaxaca_San Miguel Santa Flor_Pueblo_San Miguel Santa Flor_68624,2730
Eva alejandra,Ruperto,21,Guanajuato_Manuel Doblado_Ejido_Piedra Parada (La Manga)_36480,2731
Rey,Quilantan,18,Durango_Rodeo_Colonia_Rodeo Centro_35760,2732
Delia patricia,Iturbide,26,Durango_Santiago Papasquiaro_Colonia_Proformex_34638,2733
Juan julio,Canto,23,Tamaulipas_Victoria_Fraccionamiento_Privada Canteras_87026,2734
Hermelin,Lascares,23,Guanajuato_Manuel Doblado_Granja_La Codorniz_36497,2735
Eric rafael,Tierra,19,Veracruz de Ignacio de la Llave_Isla_Colonia_Obrera_95648,2736
Concepci,I%iguez,26,Coahuila de Zaragoza_Frontera_Colonia_Las Palmas_25669,2737
Pedro jaime,Brito,24,Guerrero_Iguala de la Independencia_Fraccionamiento_Azucena_40054,2738
Diana griselda,Porras,27,Aguascalientes_Aguascalientes_Fraccionamiento_Colinas del Rio_20010,2739
Sergio fidel,Lopez de lara,24,Tabasco_Comalcalco_Colonia_Santa Amalia_86370,2740
Luisa angelica,Simons,19,Coahuila de Zaragoza_Saltillo_Colonia_El Baluarte_25297,2741
Francisco julian,Angel,27,Tamaulipas_Matamoros_Colonia_Electricistas Sur_87455,2742
Ana maria del rosario,Rguez,27,Guerrero_Chilpancingo de los Bravo_Colonia_Texcalco_39077,2743
Mauricio daniel,Cuesta,18,Tamaulipas_Llera_Ejido_El Guayabo_87209,2744
Guadalupe marcela,Zuluaga,19,Chiapas_Motozintla_Poblado comunal_El Zapote_30910,2745
Hugo manuel,Calixto,21,Guanajuato_Romita_Ejido_El Huizachal (Pedro Marmolejo)_36210,2746
Olga berenice,Tax,27,Guerrero_Arcelia_Pueblo_San Miguel Lindavista_40513,2747
Alfonso armando,Sarricolea,27,Jalisco_Cabo Corrientes_Pueblo_Maito_48417,2748
Carmen judith,Andueza,18,Sinaloa_Ahome_Fraccionamiento_Zafiro_81271,2749
Luis sergio,Coyotzi,21,Morelos_Jiutepec_Colonia_Lomas de Chapultepec_62575,2750
Adriana marisela,Alor,26,Guanajuato_Irapuato_Colonia_Las Arboledas_36520,2751
Ramon miguel,Maciel,20,Veracruz de Ignacio de la Llave_Chinameca_Ejido_Chacalapa_95995,2752
Rocio c,Colesio,26,Oaxaca_San Jacinto Amilpas_Pueblo_San Jacinto Amilpas_68285,2753
Roberto carlo,Barojas,23,Durango_Durango_Fraccionamiento_El Carmen_34234,2754
Silvia mireya,Montan,21,Jalisco_Teocaltiche_Colonia_Nueva Maravillas_47204,2755
Felipe alberto,Morua,27,Baja California_Mexicali_Fraccionamiento_La Condesa_21395,2756
Elba esther,Tlaxcalteco,20,Tamaulipas_Tampico_Colonia_Colinas de Tancol_89326,2757
Derly,Perrusquia,22,Puebla_Chichiquila_Barrio_Del Carmen_75093,2758
Eva irene,Locia,18,Hidalgo_Santiago Tulantepec de Lugo Guerrero_Colonia_El Charco_43763,2759
Sergio rafael,Terraza,23,Guanajuato_San Miguel de Allende_Poblado comunal_La Puerta_37885,2760
Maria aida,Yong,26,Hidalgo_Pachuca de Soto_Colonia_Santa Cruz Nopancalco_42084,2761
Carlos moises,Ure%a,21,Veracruz de Ignacio de la Llave_Coatzacoalcos_Fraccionamiento_Ciudad Olmeca_96535,2762
Perla rocio,Creano,18,Guerrero_Zihuatanejo de Azueta_Colonia_Lomas del  Riscal_40894,2763
Marco polo,Acua,24,Jalisco_Atengo_Hacienda_San Pedro Achale_48170,2764
Karina,Martinez,19,Guerrero_Pilcaya_Pueblo_El Platanar_40381,2765
Liborio,Parrilla,24,Jalisco_Guadalajara_Colonia_Providencia 5a Secc_44638,2766
Patricia noemi,Simuta,20,Campeche_Campeche_Fraccionamiento_Sotavento_24020,2767
Jorge miguel,Terova,26,Guerrero_Quechultenango_Pueblo_Xochitepec_39259,2768
Perla esperanza,Monta¤o,20,Puebla_Chalchicomula de Sesma_Ejido_San Miguel Ocotenco_75524,2769
Jose anselmo,Rutiaga,22,Distrito Federal_Iztapalapa_Unidad habitacional_Naranjos_9850,2770
Alma leonor,Garibaldo,23,Zacatecas_Fresnillo_Colonia_Impresionistas_99094,2771
Eduardo guadalupe,Benitez,18,Guanajuato_Irapuato_Colonia_Las Plazas_36620,2772
Sonia graciela,Elvia,20,Guanajuato_San Miguel de Allende_Colonia_La Lejona_37765,2773
Adin,Munive,22,Sonora_Hermosillo_Colonia_San Bernardino_83170,2774
Silvia rosario,Beytia,21,Hidalgo_Actopan_Colonia_Manzana 1_42601,2775
Luis ricardo,Berzunza,20,Coahuila de Zaragoza_Zaragoza_Fraccionamiento_Manantiales del Valle_26452,2776
Norma victoria,Tavitas,27,Campeche_Campeche_Colonia_San Antonio_24500,2777
Pedro roman,Belmontes,23,Jalisco_Tequila_Pueblo_San Pedro Analco_46430,2778
Armanda,Yllescas,19,Puebla_Puebla_Colonia_Seis de Enero_72510,2779
Sergio ramon,Breã¿a,21,Veracruz de Ignacio de la Llave_Tantoyuca_Colonia_La Reforma_92122,2780
Luz adela,Netzahuatl,23,Baja California_Ensenada_Colonia_Jardines del Mar_22785,2781
Manuel jose,Loma,26,Veracruz de Ignacio de la Llave_Tuxpan_Colonia_El Retiro_92853,2782
Rosa clara,Desaida,23,Baja California_Mexicali_Colonia_Jabonera_21150,2783
Limbano,Parrales,27,Jalisco_Guadalajara_Colonia_Los Obeliscos_44820,2784
Claudia rocio,Licerio,21,Durango_Nombre de Dios_Colonia_Esperanza_34842,2785
Mario miguel,Cuahutecatl,21,Coahuila de Zaragoza_Saltillo_Colonia_Ladrilleros_25197,2786
Ma sonia,Sereno,21,Baja California_Tijuana_Fraccionamiento_Cuesta Blanca_22650,2787
Ramon humberto,Salaiza,26,Baja California_Tijuana_Colonia_Alicia Carrillo_22106,2788
Claudia magaly,Mayor,22,Chihuahua_Chihuahua_Fraccionamiento_Cantera del Pedregal_31216,2789
Sergio noe,Munguia,25,Durango_Nazas_Ejido_Eufemio Zapata_35724,2790
Mayra jazmin,Candila,21,Jalisco_Mezquitic_Rancho_Potrero de Navarrete_46043,2791
J eleazar,Villaseã¿or,19,Coahuila de Zaragoza_San Pedro_Colonia_Villa Magisterial los Tulipanes_27848,2792
Erika sofia,Pavon,26,Guanajuato_Dolores Hidalgo Cuna de la Independencia Nacional_Ejido_Dolores_37806,2793
Hedilberto,Achoy,20,Hidalgo_Mineral de la Reforma_Fraccionamiento_El Campanario_42180,2794
Liboria,Felix,25,Baja California_Tijuana_Fraccionamiento_Guadalajara (La Mesa)_22115,2795
Francisco rafael,Morin,25,Sonora_Etchojoa_Colonia_Olegario Carrillo_85280,2796
Faride,Mayoral,24,Tamaulipas_Valle Hermoso_Colonia_Vicente Guerrero_87507,2797
Alberico,Ogarrio,19,Chihuahua_Chihuahua_Colonia_Roma IV_31100,2798
Juana maria elena,Infanzon,27,Chiapas_Jiquipilas_Barrio_Guadalupe_30430,2799
Jose delfino,Subirias,21,Tamaulipas_Aldama_Ejido_Moron_89672,2800
Eleuteria,Dado,24,Distrito Federal_Venustiano Carranza_Colonia_Morelos_15270,2801
J juan,Sianuqui,21,Distrito Federal_Gustavo A. Madero_Colonia_Cocoyotes_7180,2802
Mayra xochitl,Matu,23,Sonora_Agua Prieta_Ejido_La Ladrillera_84303,2803
Oliber,Linas,25,Guanajuato_Cortazar_Colonia_Nueva Rosales_38345,2804
Annel,Espitia,18,Sonora_Cajeme_Colonia_Sonora_85198,2805
Alfonso javier,Cuaya,25,Tamaulipas_El Mante_Colonia_Aurora_89815,2806
Esbeidi,Sedeño,26,Durango_Durango_Colonia_El Saltito_34105,2807
Andres armando,Schulz,19,Veracruz de Ignacio de la Llave_Xalapa_Fraccionamiento_Veracruz_91020,2808
Lucia estela,Chang,20,Tamaulipas_Reynosa_Colonia_Ferrocarril Oriente_88598,2809
Jorge rafael,Dyck,21,Chiapas_Pichucalco_Fraccionamiento_Santo Domingo_29520,2810
Socorro isabel,Vizzuett,18,Veracruz de Ignacio de la Llave_Coatzacoalcos_Colonia_Francisco Villa_96566,2811
Erasto,Verazaluce,26,Durango_Durango_Fraccionamiento_Fraccionamiento las Quebradas_34348,2812
Sara yolanda,Esastiga,21,Sonora_Cajeme_Colonia_Ramiro Valdez_85065,2813
Adrian,Cocoletzi,24,Sinaloa_Choix_Rancho_Chavira_81764,2814
Olibia,Ahuactzi,23,Coahuila de Zaragoza_General Cepeda_Ejido_Piedras de Lumbre_25967,2815
Hans,Brunete,25,Sinaloa_Choix_Rancho_El Sabino_81773,2816
Ma. trinidad,Ruiz flores,23,Nayarit_San Blas_Colonia_La Playa del Borrego_63743,2817
Paz,Acuna,18,Hidalgo_Tlanchinol_Pueblo_Coamapil_43159,2818
Guadalupe asuncion,Tendilla,24,Jalisco_Guadalajara_Fraccionamiento_Parques Del Nilo_44820,2819
Christian antonio,Trucios,24,Tlaxcala_Cuapiaxtla_Ejido_Allende_90568,2820
Elvia araceli,Pozo,18,Guanajuato_Cortazar_Fraccionamiento_Villas del Sol_38310,2821
Jaime roberto,Tintor,23,Zacatecas_Guadalupe_Fraccionamiento_La Martinica_98606,2822
Roselina,Kanagusico,19,Tlaxcala_Tlaxcala_Colonia_Pensionados Militares_90020,2823
Roger alfredo,Ayanegui,26,Morelos_Cuernavaca_Fraccionamiento_Jardines de Delicias_62343,2824
Nancy selene,De rojas,20,Guanajuato_Irapuato_Colonia_Rodriguez_36690,2825
Yeudiel,Tepango,27,Sonora_Hermosillo_Fraccionamiento_Kikapu_83117,2826
Juanita,Hortelano,18,Tamaulipas_Jaumave_Colonia_Luis Donaldo Colosio_87930,2827
Adelaido,Velela,27,Nayarit_San Blas_Ejido_Chacalilla_63745,2828
Roxana fabiola,Iturralde,21,Tamaulipas_Victoria_Colonia_Mariano Matamoros_87024,2829
Filimon,Llanito,22,Oaxaca_Heroica Ciudad de Tlaxiaco_Barrio_San Pedro_69800,2830
Alicia margarita,Cuadras,22,Tabasco_Macuspana_Colonia_Granada_86720,2831
Gelasio,Beto,19,Sinaloa_Ahome_Fraccionamiento_Toledo Ceballos_81240,2832
Micaela guadalupe,Garita,21,Oaxaca_San Juan Bautista Tuxtepec_Colonia_Santa Fe_68310,2833
Julio damian,Denicia,22,Sonora_Aconchi_Poblado comunal_San Pablo (San Pablo de Aconchi)_84928,2834
Araceli alejandra,Almonaci,26,Chiapas_Salto de Agua_Ejido_El Diamante_29904,2835
Oscar xavier,Campaña,25,Guerrero_Teloloapan_Colonia_Sol Azteca_40400,2836
Nery,Musito,19,Jalisco_Zapopan_Fraccionamiento_Residencial Militar_45138,2837
Dimas,Valero,21,Jalisco_Zapopan_Colonia_Nuevo Vergel_45180,2838
Bersabe,Taracena,25,Guerrero_Chilpancingo de los Bravo_Colonia_La Floresta_39014,2839
Carlos enriq,Urban,18,Puebla_Puebla_Conjunto habitacional_Villas de Atlixco_72197,2840
Flor liliana,Nopal,24,Tabasco_Huimanguillo_Ejido_Rafael Martinez de Escobar_86434,2841
Omar ivan,Zamora,22,Nayarit_Acaponeta_Pueblo_Hacienda de Mariquitas_63413,2842
Filogonia,Carlon,23,Puebla_Tlatlauquitepec_Barrio_Tepehican_73904,2843
Edmar,Casanova,19,Baja California_Mexicali_Fraccionamiento_?ngeles de Puebla_21620,2844
Jeorgina,Dena,18,Sonora_Guaymas_Colonia_Punta Arena_85430,2845
Rogelio arturo,H,22,Guanajuato_Silao de la Victoria_Ejido_San Isidro_36286,2846
America fabiola,Jardinez,21,Jalisco_El Salto_Colonia_El Pedregal_45680,2847
Obet,Carpinteiro,20,Chiapas_Suchiate_Colonia_24 de Febrero_30840,2848
Irma oralia,Chao,27,Hidalgo_Ixmiquilpan_Colonia_Los Cruces_42313,2849
Ruben gabriel,J.,20,Tlaxcala_Tetla de la Solidaridad_Pueblo_Chautzingo_90433,2850
Armanda,Iba%ez,20,Veracruz de Ignacio de la Llave_Paso de Ovejas_Colonia_Paso de Ovejas Centro_91670,2851
Olivio,Lucachin,19,Tlaxcala_Ixtacuixtla de Mariano Matamoros_Pueblo_Alpotzonga de Lira y Ortega_90130,2852
Ma jesus,Palestina,21,Chihuahua_Chihuahua_Fraccionamiento_Quintas Campestre_31214,2853
Carlos vladimir,Pacab,23,Tamaulipas_Altamira_Ejido_El Fuerte (Ejido)_89644,2854
Nelida guadalupe,Puerta,24,Colima_Colima_Colonia_Santa Amalia_28048,2855
Ariel,Dector,25,Colima_Colima_Colonia_Arboledas de La Hacienda_28078,2856
Margarita eugenia,Mezquita,25,Jalisco_Puerto Vallarta_Barrio_Santa Maria_48325,2857
Jose cuauhtemoc,Remedios,18,Baja California_Tecate_Fraccionamiento_Popular Emiliano Zapata_21472,2858
Alicia irene,Pizana,21,Baja California_Mexicali_Colonia_Santa Rosa_21397,2859
J arturo,Rico,25,Jalisco_Guadalajara_Colonia_Villa de los Colomos_44660,2860
Hilda carolina,Excelente,27,Jalisco_San Gabriel_Ciudad_San Gabriel_49700,2861
Victor abraham,Jabalera,22,Baja California_Tijuana_Parque industrial_Internacional Tijuana_22424,2862
Flor leticia,De gyves,19,Colima_Manzanillo_Colonia_Punta Grande_28237,2863
Fidadelfo,Cartas,24,Hidalgo_Pachuca de Soto_Fraccionamiento_Los Girasoles_42082,2864
Jenny maria,Panes,22,Veracruz de Ignacio de la Llave_Soledad de Doblado_Colonia_Santa Catarina_94243,2865
Jorge ignacio,Clemente,22,Oaxaca_San Jacinto Amilpas_Colonia_Zimateco_68285,2866
Reyna beatriz,Ozuna,18,Puebla_Puebla_Unidad habitacional_INFONAVIT Bosques 5 de Febrero_72010,2867
Hugo rafael,Almora,21,Puebla_Puebla_Fraccionamiento_Villas Cruz del Sur_72150,2868
Rosario marisol,Villanueva,19,Distrito Federal_Iztapalapa_Colonia_San Juan Xalpa_9850,2869
Nahum,Camarero,24,Chiapas_Motozintla_Poblado comunal_Santa Ana_30919,2870
Rosalia del carmen,Puerto,23,Chihuahua_El Tule_Barrio_La Otra Banda_33550,2871
Rene fernando,Vides,23,Veracruz de Ignacio de la Llave_Papantla_Pueblo_Belisario Dominguez_93548,2872
Alejandrina,Albiter,21,Baja California_Ensenada_Colonia_Jardines del Mar_22785,2873
Inocencio,Morquecho,25,Jalisco_San Pedro Tlaquepaque_Colonia_Solidaridad_45580,2874
Carlota amalia,Estela,21,Oaxaca_San Pedro Tapanatepec_Colonia_San Pedro Tapanatepec Centro_70180,2875
Pablo jose,Zoloeta,22,Tamaulipas_Victoria_Fraccionamiento_Framboyanes_87018,2876
Edith fabiola,Cahuich,23,Veracruz de Ignacio de la Llave_Cuichapa_Colonia_Antorcha Campesina_94922,2877
Elier,Villafaña,19,Guanajuato_Manuel Doblado_Granja_El Mirador_36480,2878
Irma isabel,Niã¿o,21,Oaxaca_San Juan Guichicovi_Pueblo_San Juan Guichicovi_70330,2879
Jonatan,Lascurain,18,Tabasco_Tenosique_Colonia_Magisterial_86902,2880
Nohemi guadalupe,Alejandri,23,Veracruz de Ignacio de la Llave_Papantla_Barrio_El Cedro_93534,2881
Oscar,Tobar,26,Tamaulipas_Matamoros_Fraccionamiento_Quinta Moros_87319,2882
Graciela margarita,Gachupin,21,Durango_Durango_Fraccionamiento_Cielo Vista_34038,2883
Miguel enrique,Benjamin,19,Nayarit_Compostela_Colonia_Luis Donaldo Colosio_63702,2884
Luz guadalupe,Arenal,19,Guerrero_Florencio Villarreal_Barrio_Cantarranas_41821,2885
Francisco andres,Jarero,19,Colima_Comala_Colonia_Campo Verde_28450,2886
Flor del carmen,Gayosso,25,Sinaloa_Salvador Alvarado_Ejido_Lucio Blanco_81504,2887
Martin,Cuate,21,Veracruz de Ignacio de la Llave_Nogales_Unidad habitacional_Ojo Zarco_94723,2888
Karyna,Tecuapacho,18,Guanajuato_San Miguel de Allende_Poblado comunal_Don Juan_37897,2889
Jorge ramon,Rosiles,24,Morelos_Cuautla_Colonia_Antigua del Bosque_62748,2890
Margarita maria,Irene,20,Veracruz de Ignacio de la Llave_Tlacolulan_Pueblo_Etlantepec_91350,2891
Jose alejan,De julian,19,Sonora_Altar_Colonia_De Abajo_83756,2892
Ma belen,Vizueth,19,Guanajuato_Irapuato_Exhacienda_Ex-Hacienda del Copal_36824,2893
Alberto miguel,Viña,26,Hidalgo_Huejutla de Reyes_Fraccionamiento_El Campamento_43000,2894
Gloria magdalena,Primavera,25,Guanajuato_Silao de la Victoria_Ejido_El Tabaquero_36284,2895
Atenogenes,Pablo,18,Guanajuato_Guanajuato_Colonia_Alameda_36003,2896
Ocotlan,Placido,22,Oaxaca_San Jacinto Amilpas_Colonia_Santa Cruz_68285,2897
Bartolo,Recendiz,21,Tamaulipas_Nuevo Laredo_Fraccionamiento_Valle Dorado_88295,2898
Abihail,Vivas,23,Hidalgo_Tepeapulco_Colonia_Miguel Hidalgo_43998,2899
Jesus abel,Maritano,24,Guanajuato_Irapuato_Colonia_24 de Abril_36515,2900
Alba ruth,Muniz,27,Veracruz de Ignacio de la Llave_Las Choapas_Poblado comunal_La Coquera (El Hulefante)_96984,2901
Herbey,Suasnavar,18,Veracruz de Ignacio de la Llave_Poza Rica de Hidalgo_Colonia_Petrolera_93290,2902
Ma. lourdes,Catete,23,Guerrero_Chilpancingo de los Bravo_Colonia_Universidad_39074,2903
Roque antonio,Espidio,18,Veracruz de Ignacio de la Llave_Agua Dulce_Ejido_El Corosal_96398,2904
Guadalupe de lourdes,Vallado,24,Hidalgo_Zempoala_Fraccionamiento_Rinconadas de San Alfonso_43845,2905
Eustaquio,Osalde,19,Tabasco_Emiliano Zapata_Colonia_Emiliano Zapata Centro_86990,2906
Jesucita,Lobaton,19,Veracruz de Ignacio de la Llave_Xalapa_Colonia_Desarrollo Social San Bruno_91027,2907
Victor rene,Aguirre,24,Veracruz de Ignacio de la Llave_Coatepec_Colonia_Emiliano Zapata_91560,2908
Isalia,Medel,18,Chiapas_Altamirano_Ejido_La Esperanza_30195,2909
Abel ricardo,Parraguirre,20,Distrito Federal_Cuajimalpa de Morelos_Colonia_Cooperativa Palo Alto_5110,2910
Arelia,Arzapalo,23,Tabasco_Comalcalco_Fraccionamiento_Magisterial 2_86340,2911
Raunel,Gavito,21,Durango_Nuevo Ideal_Ejido_La Esperanza_34423,2912
Venus,Vian,27,Veracruz de Ignacio de la Llave_Hueyapan de Ocampo_Colonia_Juan Diaz Covarrubias Centro_95850,2913
Gerardo arturo,Zeron,20,Coahuila de Zaragoza_Sabinas_Colonia_Coahuila_26770,2914
Nancy ofelia,Raviela,22,Puebla_Cuapiaxtla de Madero_Pueblo_Miguel Negrete_75421,2915
Victor salvador,Henandez,20,Sonora_Navojoa_Colonia_Tierra y Libertad_85880,2916
Patricia lizeth,Harrison,23,Coahuila de Zaragoza_Arteaga_Ejido_Artesillas_25389,2917
Carlos miguel,Chegue,18,Guanajuato_Tierra Blanca_Poblado comunal_La Chamacuera_37978,2918
Alma maribel,Glez,19,Distrito Federal_Tlalpan_Colonia_Lomas de Padierna_14240,2919
Sinforiano,Beatriz,20,Oaxaca_San Juan Bautista Tuxtepec_Ejido_La Mina_68444,2920
Jeannette,Ozumbilla,20,Hidalgo_El Arenal_Barrio_Chimilpa_42683,2921
Jesus german,Montiel,22,Jalisco_San Gabriel_Hacienda_La Guadalupe_49714,2922
Rosa mariela,George,20,Coahuila de Zaragoza_Monclova_Colonia_Oscar Flores Tapia_25775,2923
Cesar alberto,Malfitano,18,Distrito Federal_Azcapotzalco_Unidad habitacional_Ticoman_2240,2924
Erendida,Ayuzo,24,Hidalgo_Tezontepec de Aldama_Colonia_San Isidro Presas_42760,2925
Remedios,De los angeles,21,Chihuahua_Cusihuiriachi_Pueblo_Carbajal de Abajo_33253,2926
Jessica marlene,Encerrado,26,Jalisco_Zapopan_Colonia_La Villa_45100,2927
Efrain alejandro,Sesma,20,Tamaulipas_Hidalgo_Ejido_Morquecho (Ejido)_87829,2928
Elena ma,Larrondo,20,Chihuahua_Chihuahua_Fraccionamiento_Puerta Esmeralda_31063,2929
Edgar fabian,Lona,18,Hidalgo_Yahualica_Barrio_Tlamaya_43080,2930
Mercedes,Silveyra,23,Campeche_Campeche_Colonia_San Bartolo_24500,2931
Guillermo ignacio,Aldazaba,22,Sinaloa_Ahome_Colonia_Individual Ahome_81318,2932
Leticia gabriela,Morillon,20,Sinaloa_Ahome_Fraccionamiento_Grijalva_81245,2933
Gerardo antonio,Becerril,21,Puebla_Tlatlauquitepec_Colonia_San Pedro_73900,2934
Laura aidee,Ribota,25,Chiapas_La Concordia_Colonia_Zapata Vive_30363,2935
Julio eduardo,Mariz,19,Chiapas_Siltepec_Ejido_El Rodeo_30984,2936
Gloria lilia,Miguel,27,Jalisco_San Juan de los Lagos_Colonia_Mi Nuevo San Juan_47040,2937
J rene,Lobera,25,Sonora_Hermosillo_Equipamiento_El Pulpo Loco [Restaurante]_83335,2938
Adela del carmen,Alejandre,18,Chihuahua_Nuevo Casas Grandes_Colonia_Dublan_31710,2939
Baldomero,Nochebuena,26,Jalisco_Guadalajara_Colonia_Miraflores_44270,2940
Claudia miriam,Lizaola,22,Coahuila de Zaragoza_San Pedro_Ejido_Vida Nueva_27948,2941
Francisco lorenzo,Méndez,21,Coahuila de Zaragoza_Piedras Negras_Colonia_Del Cap_26094,2942
Brenda georgina,Cambranis,20,Coahuila de Zaragoza_Nava_Colonia_Nogalar_26175,2943
Igor,Tondopo,26,Tamaulipas_Victoria_Ejido_San Juan y El Ranchito (Ejido)_87273,2944
Ana eloisa,Ixba,20,Tlaxcala_Chiautempan_Pueblo_San Pedro Xochiteotla_90820,2945
Jose hiber,Magadan,24,Veracruz de Ignacio de la Llave_Alvarado_Colonia_Paso Nacional_95272,2946
Perla leticia,Estilla,23,Hidalgo_Atotonilco de Tula_Fraccionamiento_Real Castilla_42994,2947
Angel enrique,Lom,24,Zacatecas_Calera_Fraccionamiento_Alborada_98506,2948
Clara isabel,Alzate,21,Guerrero_Chilpancingo de los Bravo_Colonia_Francisco Villa_39010,2949
Gerardo enrique,Auces,18,Jalisco_Zapopan_Fraccionamiento_Haciendas la Herradura_45245,2950
Alejandra carolina,Castillero,22,Jalisco_Zapopan_Colonia_La Martinica_45185,2951
J arturo,Patlani,19,Jalisco_Zapopan_Condominio_El Prado_45118,2952
Noelia,Esquerra,26,Tamaulipas_Tampico_Colonia_Ignacio Romero_89137,2953
Caralampio,Luzania,21,Oaxaca_San Francisco Logueche_Pueblo_San Francisco Logueche_70818,2954
Rosa celia,Luisa,19,Guanajuato_Yuriria_Colonia_Yacatitas_38944,2955
Jose santos,Jusacamea,23,Veracruz de Ignacio de la Llave_Tuxpan_Colonia_Nueva Italia_92893,2956
Maria de la caridad,Dotor,26,Quintana Roo_Isla Mujeres_Colonia_La Gloria_77400,2957
Edgar ulises,Gonzaga,19,Tabasco_Centro_Unidad habitacional_Infonavit_86018,2958
Gloria concepcion,Iracheta,23,Guerrero_Huitzuco de los Figueroa_Pueblo_Tuliman_40150,2959
Luis angel,Torreblanca,20,Sonora_Hermosillo_Ejido_La Victoria_83304,2960
Maria esth,Valdeolivar,26,Durango_Poanas_Ejido_La Noria del Ojo_34803,2961
Gumesindo,Zebadua,27,Coahuila de Zaragoza_Ramos Arizpe_Colonia_La Hacienda II_25903,2962
